names,paths,durations,condition,mouse,sex,dataset,outlier,frameoffset,rec_id,height,width,computer,machine_p,filter,subject_id
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Baseline/393F_Spontaneous_50Hz_noiso,22506,Acute_Baseline_cohort1,393,F,acute_stress,0,1,13,256,256,neumann,float32,01-15,id_4af53e7fc1eabfb1
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Baseline/394M_Spontaneous_50Hz_noiso,22507,Acute_Baseline_cohort1,394,M,acute_stress,0,1,14,256,256,neumann,float32,01-15,id_a190a938f878ab3e
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/378M_Spontaneous_50Hz_noiso,22502,Acute_Post1Hr_cohort1,378,M,acute_stress,0,1,15,256,256,neumann,float32,01-15,id_47a6dabfa17df6f4
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/379M_Spontaneous_50Hz_noiso,22503,Acute_Post1Hr_cohort1,379,M,acute_stress,0,1,16,256,256,neumann,float32,01-15,id_0887653f89b06a6f
Spontaneous_50Hz_filt01-15_float32_256-256-22500.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/389F_Spontaneous_50Hz_noiso,22500,Acute_Post1Hr_cohort1,389,F,acute_stress,0,1,17,256,256,neumann,float32,01-15,id_017c0f028e964582
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/392F_Spontaneous_50Hz_noiso,22508,Acute_Post1Hr_cohort1,392,F,acute_stress,0,1,18,256,256,neumann,float32,01-15,id_40d60901598dbeae
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/393F_Spontaneous_50Hz_noiso,22506,Acute_Post1Hr_cohort1,393,F,acute_stress,0,1,19,256,256,neumann,float32,01-15,id_a8912b89280537dd
Spontaneous_50Hz_filt01-15_float32_256-256-22504.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 1 Hour/394M_Spontaneous_50Hz_noiso,22504,Acute_Post1Hr_cohort1,394,M,acute_stress,0,1,20,256,256,neumann,float32,01-15,id_0a34c91c1ece1f8b
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/378M_Spontaneous_50Hz_noiso,22506,Acute_Post24Hr_cohort1,378,M,acute_stress,0,1,21,256,256,neumann,float32,01-15,id_621a06872359d52a
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/379M_Spontaneous_50Hz_noiso,22508,Acute_Post24Hr_cohort1,379,M,acute_stress,0,1,22,256,256,neumann,float32,01-15,id_fa44ee30a50d71e1
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/389F_Spontaneous_50Hz_noiso,22502,Acute_Post24Hr_cohort1,389,F,acute_stress,0,1,23,256,256,neumann,float32,01-15,id_a6d9867cfd6f6b20
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/392F_Spontaneous_50Hz_noiso,22508,Acute_Post24Hr_cohort1,392,F,acute_stress,0,1,24,256,256,neumann,float32,01-15,id_d848e398c11f02f5
Spontaneous_50Hz_filt01-15_float32_256-256-22500.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/393F_Spontaneous_50Hz_noiso,22500,Acute_Post24Hr_cohort1,393,F,acute_stress,0,1,25,256,256,neumann,float32,01-15,id_6260e8e226e2fd4a
Spontaneous_50Hz_filt01-15_float32_256-256-22504.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post 24 Hours/394M_Spontaneous_50Hz_noiso,22504,Acute_Post24Hr_cohort1,394,M,acute_stress,0,1,26,256,256,neumann,float32,01-15,id_b3332b63c0c0e5c3
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/378M_Spontaneous_50Hz_noiso,22505,Acute_PostShock_cohort1,378,M,acute_stress,0,1,27,256,256,neumann,float32,01-15,id_aa44baac430f450f
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/379M_Spontaneous_50Hz_noiso,22507,Acute_PostShock_cohort1,379,M,acute_stress,0,1,28,256,256,neumann,float32,01-15,id_b4946648d0d88f13
Spontaneous_50Hz_filt01-15_float32_256-256-22484.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/389F_Spontaneous_50Hz_noiso,22484,Acute_PostShock_cohort1,389,F,acute_stress,0,1,29,256,256,neumann,float32,01-15,id_c70e3b82a9e777ea
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/392F_Spontaneous_50Hz_noiso,22502,Acute_PostShock_cohort1,392,F,acute_stress,0,1,30,256,256,neumann,float32,01-15,id_c0664201e9b979ab
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/393F_Spontaneous_50Hz_noiso,22503,Acute_PostShock_cohort1,393,F,acute_stress,0,1,31,256,256,neumann,float32,01-15,id_768c775ea49492a4
Spontaneous_50Hz_filt01-15_float32_256-256-22512.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Acute Stress/Post Shock/394M_Spontaneous_50Hz_noiso,22512,Acute_PostShock_cohort1,394,M,acute_stress,0,1,32,256,256,neumann,float32,01-15,id_fc30f28642fb8acf
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/378M_Spontaneous_50Hz_noiso,22508,Homecage Ctrl_Baseline_cohort1,378,M,acute_stress,0,1,33,256,256,neumann,float32,01-15,id_6da8509c615096eb
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/379M_Spontaneous_50Hz_noiso,22502,Homecage Ctrl_Baseline_cohort1,379,M,acute_stress,0,1,34,256,256,neumann,float32,01-15,id_fd45325f3e343a54
Spontaneous_50Hz_filt01-15_float32_256-256-22514.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/389F_Spontaneous_50Hz_noiso,22514,Homecage Ctrl_Baseline_cohort1,389,F,acute_stress,0,1,35,256,256,neumann,float32,01-15,id_bee453557953ea75
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/392F_Spontaneous_50Hz_noiso,22509,Homecage Ctrl_Baseline_cohort1,392,F,acute_stress,0,1,36,256,256,neumann,float32,01-15,id_25373271cfef66c1
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/393F_Spontaneous_50Hz_noiso,22502,Homecage Ctrl_Baseline_cohort1,393,F,acute_stress,0,1,37,256,256,neumann,float32,01-15,id_83e6ed59071f574f
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Baseline/394M_Spontaneous_50Hz_noiso,22511,Homecage Ctrl_Baseline_cohort1,394,M,acute_stress,0,1,38,256,256,neumann,float32,01-15,id_974153e6a507dfe9
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/378M_Spontaneous_50Hz_noiso,22503,Homecage Ctrl_Post1Hr_cohort1,378,M,acute_stress,0,1,39,256,256,neumann,float32,01-15,id_32e9852664fc5907
Spontaneous_50Hz_filt01-15_float32_256-256-22510.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/379M_Spontaneous_50Hz_noiso,22510,Homecage Ctrl_Post1Hr_cohort1,379,M,acute_stress,0,1,40,256,256,neumann,float32,01-15,id_f0fbd746106d9944
Spontaneous_50Hz_filt01-15_float32_256-256-22512.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/389F_Spontaneous_50Hz_noiso,22512,Homecage Ctrl_Post1Hr_cohort1,389,F,acute_stress,0,1,41,256,256,neumann,float32,01-15,id_d14d0263bd236664
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/392F_Spontaneous_50Hz_noiso,22511,Homecage Ctrl_Post1Hr_cohort1,392,F,acute_stress,0,1,42,256,256,neumann,float32,01-15,id_a14682d01ec53e8d
Spontaneous_50Hz_filt01-15_float32_256-256-22498.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/393F_Spontaneous_50Hz_noiso,22498,Homecage Ctrl_Post1Hr_cohort1,393,F,acute_stress,0,1,43,256,256,neumann,float32,01-15,id_1dd2be345b34fb1e
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 1 Hour/394M_Spontaneous_50Hz_noiso,22506,Homecage Ctrl_Post1Hr_cohort1,394,M,acute_stress,0,1,44,256,256,neumann,float32,01-15,id_156d95d921334b96
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/378M_Spontaneous_50Hz_noiso,22503,Homecage Ctrl_Post24Hr_cohort1,378,M,acute_stress,0,1,45,256,256,neumann,float32,01-15,id_f23d0e9aec603e94
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/379M_Spontaneous_50Hz_noiso,22503,Homecage Ctrl_Post24Hr_cohort1,379,M,acute_stress,0,1,46,256,256,neumann,float32,01-15,id_379515290968af67
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/389F_Spontaneous_50Hz_noiso,22506,Homecage Ctrl_Post24Hr_cohort1,389,F,acute_stress,0,1,47,256,256,neumann,float32,01-15,id_79155a857baea001
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/392F_Spontaneous_50Hz_noiso,22503,Homecage Ctrl_Post24Hr_cohort1,392,F,acute_stress,0,1,48,256,256,neumann,float32,01-15,id_ca51bdf85932b818
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/393F_Spontaneous_50Hz_noiso,22503,Homecage Ctrl_Post24Hr_cohort1,393,F,acute_stress,0,1,49,256,256,neumann,float32,01-15,id_a2d44afa13a927c4
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post 24 Hours/394M_Spontaneous_50Hz_noiso,22509,Homecage Ctrl_Post24Hr_cohort1,394,M,acute_stress,0,1,50,256,256,neumann,float32,01-15,id_7d9cbb8a6c9d9c03
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/378M_Spontaneous_50Hz_noiso,22508,Homecage Ctrl_PostHomecage_cohort1,378,M,acute_stress,0,1,51,256,256,neumann,float32,01-15,id_5fc0db8a2af1450f
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/379M_Spontaneous_50Hz_noiso,22506,Homecage Ctrl_PostHomecage_cohort1,379,M,acute_stress,0,1,52,256,256,neumann,float32,01-15,id_6396d3867503e48c
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/389F_Spontaneous_50Hz_noiso,22507,Homecage Ctrl_PostHomecage_cohort1,389,F,acute_stress,0,1,53,256,256,neumann,float32,01-15,id_248faa37bed53b20
Spontaneous_50Hz_filt01-15_float32_256-256-22499.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/392F_Spontaneous_50Hz_noiso,22499,Homecage Ctrl_PostHomecage_cohort1,392,F,acute_stress,0,1,54,256,256,neumann,float32,01-15,id_b0963964b47e6643
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/393F_Spontaneous_50Hz_noiso,22507,Homecage Ctrl_PostHomecage_cohort1,393,F,acute_stress,0,1,55,256,256,neumann,float32,01-15,id_151acc12da99a570
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Homecage Control/Post Homecage/394M_Spontaneous_50Hz_noiso,22508,Homecage Ctrl_PostHomecage_cohort1,394,M,acute_stress,0,1,56,256,256,neumann,float32,01-15,id_84fc5400bf3bea98
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Baseline/389F_Spontaneous_50Hz_noiso,22508,Nov.Env.Ctrl_Baseline_cohort1,389,F,acute_stress,0,1,57,256,256,neumann,float32,01-15,id_f4200d069d2ee05d
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Baseline/392F_Spontaneous_50Hz_noiso,22509,Nov.Env.Ctrl_Baseline_cohort1,392,F,acute_stress,0,1,58,256,256,neumann,float32,01-15,id_b8b439f154207186
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Baseline/393F_Spontaneous_50Hz_noiso,22506,Nov.Env.Ctrl_Baseline_cohort1,393,F,acute_stress,0,1,59,256,256,neumann,float32,01-15,id_0537811e8effa191
Spontaneous_50Hz_filt01-15_float32_256-256-22510.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Baseline/394M_Spontaneous_50Hz_noiso,22510,Nov.Env.Ctrl_Baseline_cohort1,394,M,acute_stress,0,1,60,256,256,neumann,float32,01-15,id_3e8b34753de60c51
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 1 Hour/389F_Spontaneous_50Hz_noiso,22503,Nov.Env.Ctrl_Post1Hr_cohort1,389,F,acute_stress,0,1,61,256,256,neumann,float32,01-15,id_75c621c686dddb49
Spontaneous_50Hz_filt01-15_float32_256-256-22504.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 1 Hour/392F_Spontaneous_50Hz_noiso,22504,Nov.Env.Ctrl_Post1Hr_cohort1,392,F,acute_stress,0,1,62,256,256,neumann,float32,01-15,id_d2e47a988c4e938f
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 1 Hour/393F_Spontaneous_50Hz_noiso,22508,Nov.Env.Ctrl_Post1Hr_cohort1,393,F,acute_stress,0,1,63,256,256,neumann,float32,01-15,id_38b06378fcc3c9c5
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 1 Hour/394M_Spontaneous_50Hz_noiso,22509,Nov.Env.Ctrl_Post1Hr_cohort1,394,M,acute_stress,0,1,64,256,256,neumann,float32,01-15,id_9635de62e7776c4c
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 24 Hours/389F_Spontaneous_50Hz_noiso,22505,Nov.Env.Ctrl_Post24Hr_cohort1,389,F,acute_stress,0,1,65,256,256,neumann,float32,01-15,id_c7338ca584e75d0c
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 24 Hours/392F_Spontaneous_50Hz_noiso,22511,Nov.Env.Ctrl_Post24Hr_cohort1,392,F,acute_stress,0,1,66,256,256,neumann,float32,01-15,id_c1719383455a856d
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 24 Hours/393F_Spontaneous_50Hz_noiso,22506,Nov.Env.Ctrl_Post24Hr_cohort1,393,F,acute_stress,0,1,67,256,256,neumann,float32,01-15,id_63d549a1d9ad848c
Spontaneous_50Hz_filt01-15_float32_256-256-22501.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post 24 Hours/394M_Spontaneous_50Hz_noiso,22501,Nov.Env.Ctrl_Post24Hr_cohort1,394,M,acute_stress,0,1,68,256,256,neumann,float32,01-15,id_0d5df6a34e5cc9b8
Spontaneous_50Hz_filt01-15_float32_256-256-22514.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post Novel Environment/389F_Spontaneous_50Hz_noiso,22514,Nov.Env.Ctrl_PostNov.Env._cohort1,389,F,acute_stress,0,1,69,256,256,neumann,float32,01-15,id_458127cf435b0465
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post Novel Environment/392F_Spontaneous_50Hz_noiso,22509,Nov.Env.Ctrl_PostNov.Env._cohort1,392,F,acute_stress,0,1,70,256,256,neumann,float32,01-15,id_035c6ef37331f817
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post Novel Environment/393F_Spontaneous_50Hz_noiso,22502,Nov.Env.Ctrl_PostNov.Env._cohort1,393,F,acute_stress,0,1,71,256,256,neumann,float32,01-15,id_ecc8bcd74d3a82a3
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,raw_data/acute_stress/Alex Acute Stress Cohort 1/Novel Environment Control/Post Novel Environment/394M_Spontaneous_50Hz_noiso,22511,Nov.Env.Ctrl_PostNov.Env._cohort1,394,M,acute_stress,0,1,72,256,256,neumann,float32,01-15,id_e754cef931f2c9cc
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/389F_Spontaneous_50Hz_noiso,22505,Chronic_Baseline_cohort2,389,F,acute_stress,0,1,73,256,256,neumann,float32,01-15,id_4e35d53f79711936
Spontaneous_50Hz_filt01-15_float32_256-256-22504.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/392F_Spontaneous_50Hz_noiso,22504,Chronic_Baseline_cohort2,392,F,acute_stress,0,1,74,256,256,neumann,float32,01-15,id_2246e16cdd3acb65
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/393F_Spontaneous_50Hz_noiso,22506,Chronic_Baseline_cohort2,393,F,acute_stress,0,1,75,256,256,neumann,float32,01-15,id_9e2403458cab31bf
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/394M_Spontaneous_50Hz_noiso,22507,Chronic_Baseline_cohort2,394,M,acute_stress,0,1,76,256,256,neumann,float32,01-15,id_25b5f7973d8c666d
Spontaneous_50Hz_filt01-15_float32_256-256-22484.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/406F_Spontaneous_50Hz_noiso,22484,Chronic_Baseline_cohort2,406,F,acute_stress,0,1,77,256,256,neumann,float32,01-15,id_1f2cf3fde534e908
Spontaneous_50Hz_filt01-15_float32_256-256-22485.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/409F_Spontaneous_50Hz_noiso,22485,Chronic_Baseline_cohort2,409,F,acute_stress,0,1,78,256,256,neumann,float32,01-15,id_250c0210029a52ea
Spontaneous_50Hz_filt01-15_float32_256-256-22485.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/410F_Spontaneous_50Hz_noiso,22485,Chronic_Baseline_cohort2,410,F,acute_stress,0,1,79,256,256,neumann,float32,01-15,id_34596a7783be6887
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/411M_Spontaneous_50Hz_noiso,22505,Chronic_Baseline_cohort2,411,M,acute_stress,0,1,80,256,256,neumann,float32,01-15,id_c034051b23b9d67a
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Baseline/414M_Spontaneous_50Hz_noiso,22503,Chronic_Baseline_cohort2,414,M,acute_stress,0,1,81,256,256,neumann,float32,01-15,id_caa422a4d3830383
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/389F_Spontaneous_50Hz_noiso,22508,Chronic_Post1Hr_cohort2,389,F,acute_stress,0,1,82,256,256,neumann,float32,01-15,id_7bfcf9397491da56
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/392F_Spontaneous_50Hz_noiso,22503,Chronic_Post1Hr_cohort2,392,F,acute_stress,0,1,83,256,256,neumann,float32,01-15,id_aa767c7ea7dd7983
Spontaneous_50Hz_filt01-15_float32_256-256-22502.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/393F_Spontaneous_50Hz_noiso,22502,Chronic_Post1Hr_cohort2,393,F,acute_stress,0,1,84,256,256,neumann,float32,01-15,id_44dab29aab669310
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/394M_Spontaneous_50Hz_noiso,22503,Chronic_Post1Hr_cohort2,394,M,acute_stress,0,1,85,256,256,neumann,float32,01-15,id_ab8ad3cb90b0eea4
Spontaneous_50Hz_filt01-15_float32_256-256-22498.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/406F_Spontaneous_50Hz_noiso,22498,Chronic_Post1Hr_cohort2,406,F,acute_stress,0,1,86,256,256,neumann,float32,01-15,id_f84c604b3b278c7b
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/409F_Spontaneous_50Hz_noiso,22506,Chronic_Post1Hr_cohort2,409,F,acute_stress,0,1,87,256,256,neumann,float32,01-15,id_ad284c111ccb33f4
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/410F_Spontaneous_50Hz_noiso,22503,Chronic_Post1Hr_cohort2,410,F,acute_stress,0,1,88,256,256,neumann,float32,01-15,id_2d4f97baae7a1452
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/411M_Spontaneous_50Hz_noiso,22507,Chronic_Post1Hr_cohort2,411,M,acute_stress,0,1,89,256,256,neumann,float32,01-15,id_282a23730dff9fc9
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 1 Hour/414M_Spontaneous_50Hz_noiso,22505,Chronic_Post1Hr_cohort2,414,M,acute_stress,0,1,90,256,256,neumann,float32,01-15,id_b4aadd90eaddd5f6
Spontaneous_50Hz_filt01-15_float32_256-256-22501.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/389F_Spontaneous_50Hz_noiso,22501,Chronic_Post24Hr_cohort2,389,F,acute_stress,0,1,91,256,256,neumann,float32,01-15,id_f2faa40dff680098
Spontaneous_50Hz_filt01-15_float32_256-256-22504.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/392F_Spontaneous_50Hz_noiso,22504,Chronic_Post24Hr_cohort2,392,F,acute_stress,0,1,92,256,256,neumann,float32,01-15,id_cd6dbe0ba52aeab5
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/393F_Spontaneous_50Hz_noiso,22505,Chronic_Post24Hr_cohort2,393,F,acute_stress,0,1,93,256,256,neumann,float32,01-15,id_a2ae2b65c23a3734
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/394M_Spontaneous_50Hz_noiso,22503,Chronic_Post24Hr_cohort2,394,M,acute_stress,0,1,94,256,256,neumann,float32,01-15,id_889b5c71c324e162
Spontaneous_50Hz_filt01-15_float32_256-256-22503.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/406F_Spontaneous_50Hz_noiso,22503,Chronic_Post24Hr_cohort2,406,F,acute_stress,0,1,95,256,256,neumann,float32,01-15,id_9d0262f7960f655d
Spontaneous_50Hz_filt01-15_float32_256-256-22507.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/409F_Spontaneous_50Hz_noiso,22507,Chronic_Post24Hr_cohort2,409,F,acute_stress,0,1,96,256,256,neumann,float32,01-15,id_1badcc53e3884307
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/410F_Spontaneous_50Hz_noiso,22506,Chronic_Post24Hr_cohort2,410,F,acute_stress,0,1,97,256,256,neumann,float32,01-15,id_aa9beab8b72c2c93
Spontaneous_50Hz_filt01-15_float32_256-256-22496.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/411M_Spontaneous_50Hz_noiso,22496,Chronic_Post24Hr_cohort2,411,M,acute_stress,0,1,98,256,256,neumann,float32,01-15,id_4f9a94d4e229367f
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,raw_data/acute_stress/Alex Acute Stress Cohort 2/Acute Chronic Stress/Post 24 Hours/414M_Spontaneous_50Hz_noiso,22506,Chronic_Post24Hr_cohort2,414,M,acute_stress,0,1,99,256,256,neumann,float32,01-15,id_c59ac0c6c24f0d0e
